word,count
ماوقع,79
ماهانه,4167
ماه,253175
ماهر,4796
ماهرانه,1238
ماه‌گرفتگی,101
ماهواره,12214
ماهور,2144
ماهیانه,1783
ماهی‌تابه,76
ماهیت,19361
ماهیچه,6455
ماهی,27299
مایحتاج,1609
مایع,28468
مایل,24740
مایملک,242
مایو,318
مایه,6366
مایه‌دار,28
مایه‌کوبی,118
ماء,29
ماجور,12
ماخوذ,41
ماذنه,8
ماذون,63
ماکول,33
مالوف,11
مامن,172
مامور,2076
ماموریت,3967
ماموم,5
مامون,71
مانوس,99
ماوا,18
مایوسانه,28
مایوس,45
مباحث,12997
مباحثه,2588
مباح,280
مباحی,9
مبادا,2041
مبادرت,4474
مبادله,8365
مبادی,1103
مبارات,19
مبارز,6206
مبارزه,55486
مبارزه‌جویانه,9
مبارزه‌جویی,28
مبارک,4490
مبارکی,100
مباشر,677
مباشرت,494
مبال,6
مبالات,14
مبالغ,2079
مبالغه‌آمیز,497
مبالغه,985
مبانی,8479
مباهات,428
مباهله,1453
مباهی,10
مبایعه,7
مباینت,16
مباین,25
مبتدا,81
مبتدع,7
مبتدی,704
مبتذل,684
مبتکر,1401
مبتکرانه,431
مبتلا,37476
مبتنی,38805
مبحث,4552
مبدا,1874
مبدع,1021
مبدل,11629
مبذول,449
مبرا,67
مبرات,18
مبرز,161
مبرم,735
مبرور,8
مبرهن,182
مبشر,71
مبصر,61
مبطل,46
مبعث,99
مبعوث,395
مبل,610
مبلغ,21228
مبلمان,1816
مبنا,2559
مبنی,47106
مبهم,7444
مبهوت,542
مبهی,5
مبیت,6
مبیع,63
مبین,1675
متابعت,352
متابولیسم,2748
متارکه,664
متاع,249
متافیزیک,1064
متانت,387
متاثر,724
متاخر,5049
متاسفانه,1312
متاسف,37
متاسی,2
متالم,4
متاله,82
متاهل,316
متبادر,218
متبادل,9
متبارک,29
متباعد,4
متباین,86
متبحر,544
متبرک,441
متبرکه,697
متبسم,45
متبع,5
متبلور,1036
متبوع,666
متتبع,12
متجانس,213
متجاوز,2749
متجاهر,25
متجددانه,28
متجدد,361
متجسس,6
متجلی,936
متحارب,10
متحجر,147
متحجرانه,17
متحدالشکل,372
متحد,39715
متحرک,10160
متحصن,828
متحف,13
متحقق,165
متحمل,8173
متحول,2656
متحیر,538
متخاصم,1714
متخصص,15321
متخلخل,1720
متخلف,866
متخلق,40
متداخل,260
متد,2324
متداعی,4
متداول,18306
متدرجاً,40
متدولوژی,468
متدین,957
متذکر,2392
مترادف,4329
متراژ,560
متراکم,5146
مترتب,214
مترجم,9976
متردد,8
مترس,4
مترسک,312
مترسل,18
مترشح,8
مترصد,287
مترقبه,169
مترقی,1619
مترنم,22
متر,244150
مترو,7385
متروک,3009
متزاید,32
متزلزل,2111
متساوی,469
متسع,250
متشابه,852
متشبث,8
متشتت,21
متشخص,309
متشرع,29
متشکر,43
متشکل,33405
متشنج,835
متصاعد,552
متصدی,2210
متصرف,1624
متصف,74
متصلب,6
متصل,53652
متصور,1596
متصوفه,200
متضاد,4103
متضرر,479
متضمن,1953
متظاهر,324
متعادل,3409
متعارض,718
متعارف,5502
متعارفی,468
متعاقباً,5620
متعاقب,5372
متعال,801
متعالی,1486
متعاهد,149
متعبد,15
متعجبانه,7
متعجب,1086
متعدد,29499
متعدی,400
متعذر,7
متعرض,277
متعصبانه,302
متعصب,1812
متعفن,90
متعلقات,1366
متعلقان,29
متعلق,60850
متعلقه,108
متعلم,36
متعه,518
متعین,155
متغایر,31
متغیر,29425
متفاوت,91385
متفرد,2
متفرعات,17
متفرع,15
متفرعن,11
متفرق,3668
متفرقه,854
متفق‌القول,518
متفق,850
متفقه,17
متفکر,2950
متفکرانه,126
متقابلا,72
متقابل,11479
متقارب,257
متقارن,4290
متقاضی,1938
متقاعد,9865
متقال,56
متقبل,447
متقدم,1060
متقلب,215
متقن,379
متقی,292
متکا,22
متکاثف,2
متکبر,196
متکبرانه,62
متکثر,243
متکدی,3
متکفل,84
متکلف,148
متکلم,1491
متکی,7772
متلازم,9
متلاشی,2536
متلاطم,598
متل,375
متلف,6
متلک,62
متلون,11
متمادی,3292
متمارض,2
متمایز,18899
متمایل,7692
متمدن,1694
متمرد,221
متمرکز,27536
متمسک,58
متمکن,158
متملقانه,20
متملق,41
متملکات,8
متمم,5581
متمنی,4
متموج,10
متمول,1221
متنازع,51
متناسب,13189
متناظر,5607
متنافر,55
متناقض,2720
متناهی,3513
متنبه,103
متنجس,10
متنعم,14
متنفذ,889
متنفر,2277
متن,63656
متنوع,12596
متواری,2088
متوازن,1130
متوازی,185
متواضع,235
متواضعانه,71
متوافق,37
متوالیاً,84
متوالی,15721
متوجه,43197
متوحش,69
متورم,1118
متوسط,41216
متوسل,2947
متوطن,79
متوفا,112
متوفی,2206
متوقع,64
متوقف,38448
متولد,57464
متولی,4321
متوهم,102
متهاجم,56
مته,1224
متهم,40193
متهورانه,301
متهور,94
متیقن,81
متین,1220
مثابه,3468
مثال,86197
مثانه,1940
مثبت,39434
مثقال,373
مثقب,3
مثلاً,37767
مثل,84179
مثلا,1465
مثلث,7721
مثله,709
مثمر,405
مثمن,151
مثنوی,4909
مجاب,953
مجادل,8
مجادله,1487
مجاری,3538
مجازات,21588
مجاز,19648
مجازی,16340
مجاعه,8
مجال,1199
مجالست,145
مجامعت,14
مجانی,1398
مجانین,46
مجاورت,12105
مجاور,14651
مجاهدت,395
مجاهد,1293
مجاهده,112
مجبوری,11
مجتمع,15009
مجتهد,3772
مجد,851
مجدانه,303
مجدد,49672
مجذوب,2382
مجذور,713
مجرا,832
مجرب,1027
مجردات,43
مجرد,3853
مجردی,459
مجرمانه,1603
مجرم,3730
مجروح,11987
مجره,5
مجری,12429
مجزا,14920
مجسطی,25
مجسم,1636
مجسمه,10478
مجسمه‌ساز,1034
مجسمه‌سازی,1904
مجعد,226
مجعول,605
مجلات,8007
مجلا,4
مجلد,2562
مجلس,176743
مجلسی,4882
مجلل,2200
مجله,40709
مجمر,48
مجمع,23199
مجمل,379
مجموعاً,7594
مجموع,79538
مجموعه,185802
مجموعه‌دار,184
مجموعه‌ساز,20
مجموعه‌سازی,29
مجنون,2255
مجوز,28925
مجوس,705
مجوف,31
مجهز,20913
مجهول‌الحال,13
مجهول‌الهویه,32
مجهول,2289
مجید,5942
مجیر,141
مجیز,4
مجیزگو,3
مجیزگویی,3
مچاله,165
مچ,3948
مچ‌گیری,9
مچل,17
محابا,39
محاجه,59
محادثه,14
محاذات,132
محاذی,16
محارب,211
محاربه,542
محارست,12
محارم,1157
محاسب,184
محاسبه,35832
محاسن,754
محاصره,34601
محاضر,80
محاضره,14
محاط,521
محافظ,7928
محافظت,30703
محافظه‌کار,3355
محافظه‌کاری,882
محافل,7113
محاق,169
محاکات,113
محاکم,1959
محاکمه,16779
محال,3243
محاله,4
محامد,21
محاورات,275
محاوره,1161
محبت‌آمیز,130
محبت,4940
محب,392
محبس,186
محبوب,21237
محبوبه,571
محبوبیت,20640
محبوس,2989
محتاج,1174
محتاط,575
محتاطانه,692
محتال,16
محترز,7
محترق,139
محترم,5236
محترمانه,468
محتشم,551
محتضر,59
محتکر,57
محتلم,9
محتملاً,616
محتمل,5061
محتوا,6244
محتوم,200
محتویات,5403
محتوی,3450
محجبه,214
محجر,81
محجوبانه,55
محجوب,233
محجوبه,51
محجور,89
محدب,2322
محدث,3943
محدود,76833
محدوده,29311
محدودیت,16563
محذور,24
محذوف,216
محراب,4500
محرر,106
محرز,1186
محرض,3
محرقه,51
محرک,7772
محرمانه,7229
محرم,12771
محروس,8
محروسه,133
محروم,14573
محرومیت,4737
محزون,365
محسنات,108
محسن,11607
محسوب,98904
محسوس,2667
محشر,143
محشور,247
محصل,708
محصن,48
محصنه,150
محصور,6294
محصول,84362
محصول‌برداری,3
محض,11483
محضر,5128
محضردار,38
محظور,24
محظوظ,141
محفظه,5901
محفل,3915
محفوظات,93
محفوظ,3994
محق,591
محقر,372
محققاً,73
محققانه,214
محقق,16168
محک,1405
محکم,10402
محکمه‌پسند,4
محکمه,1175
محکمی,2825
محکوم,43497
محلات,6277
محل,145752
محلوج,4
محلول,15676
محله,38818
محلی,110701
محمل,178
محمود,31876
محمول,345
محموله,2514
محنت‌آباد,3
محنت,456
محن,5
محور,32161
محوری,7031
محو,6191
محوطه,14825
محول,3963
محیا,199
محیرالعقول,48
محیر,21
محیص,8
محیط,76909
محیل,5
محیلی,2
محیی,216
مخابرات,5935
مخابره,3141
مخارج,4564
مخازن,5548
مخاصم,13
مخاصمه,854
مخاطب,9498
مخاطرات,1169
مخاطره‌آمیز,490
مخاطره,1674
مخافت,52
مخالف,84292
مخالفت,59410
مخالف‌خوان,7
مخالف‌خوانی,8
مخبر,308
مخبط,54
مختار,8098
مخترع,5351
مختصات,20801
مختص,7394
مختصر,5784
مختصه,183
مختفی,34
مختل,5164
مختلس,1
مختلط,5608
مختلف,266296
مختوم,249
مختومه,594
مختون,13
مخدرات,89
مخدر,8928
مخدره,24
مخ,1116
مخدوش,2184
مخدوم,312
مخده,8
مخذول,6
مخرب,6422
مخرج,1568
مخروب,66
مخروبه,1197
مخروط,2050
مخزن,10820
مخطط,286
مخفف,8635
مخفیانه,10330
مخفی,25062
مخفی‌کاری,233
مخفی‌گاه,93
مخل,448
مخلب,6
مخلد,51
مخلص,192
مخلصانه,14
مخلوط,15219
مخلوع,397
مخلوق,1835
مخمر,998
مخمس,63
مخمصه,213
مخمل,491
مخملی,515
مخمور,45
مخوف,942
مخیر,212
مخیله,81
مد,14543
مداح,376
مداحی,621
مداخل,209
مداخله,12637
مداد,998
مدارا,1894
مدارج,1650
مدار,29131
مدارس,33755
مدارک,15980
مدافع,11953
مدافعه,170
مداقه,115
مدال,37748
مدام,4556
مداوا,1525
مداوم,17064
مداومت,296
مداهنه,11
مدایح,206
مداین,375
مدبر,581
مدبرانه,74
مدبری,9
مدت,171493
مدح,5240
مدحت,68
مدخل,4282
مدخوله,8
مدد,1466
مددکار,313
مددکاری,416
مدر,207
مدرج,662
مدرس,10218
مدرسه,78927
مدرسی,1070
مدرک,31225
مدرن,44705
مدرنیته,1613
مدعا,1238
مدعو,1208
مدعی,33439
مدعی‌العموم,164
مدفن,3520
مدفوع,2650
مدفون,5889
مدگرایی,22
مدل,84321
مدل‌ساز,29
مدل‌سازی,5288
مدلل,164
مدلول,103
مدنی,19868
مدنیت,547
مدور,2945
مدون,1893
مدون‌سازی,1
مدهوش,197
مدیح,20
مدیحه,264
مدیحه‌سرا,54
مدید,565
مدیر,54550
مدیریت,90506
مدینه,18696
مدیون,4357
مذاب,6306
مذاق,461
مذاکره,19768
مذاهب,8118
مذبذب,4
مذبوحانه,143
مذبوح,26
مذکر,4097
مذکور,23964
مذلت,20
مذمت,918
مذموم,934
مذهب,37085
مذهبی,79094
مرئوس,64
مرئی,2737
مرآت,387
مرابحه,26
مرابطه,14
مراتب,13317
مراتع,3922
مراثی,221
مراجعت,3533
مراجع,14661
مراجعه,16844
مراحل,33248
مراحم,29
مراد,6099
مرادبخش,139
مرادطلب,17
مرارت,81
مراره,19
مراسلات,313
مراسله,34
مراسم,93785
مراعات,985
مرافعه,199
مرافق,31
مرافقت,9
مراقب,3191
مراقبت,15464
مراکز,47668
مرام,1432
مراوده,1096
مراهنه,3
مر,863
مربع,45553
مربوط,272786
مربی,20994
مرتاض,84
مرتب,14884
مرتبط,63643
مرتبه,18144
مرتجعانه,12
مرتجع,323
مرتجی,2
مرتد,1321
مرتسم,1
مرتشی,30
مرتع,667
مرتعش,214
مرتفع,7361
مرتکب,7906
مرتهن,24
مرثیه,763
مرثیه‌خوانی,25
مرثیه‌سرایی,29
مرجح,331
مرجع,17712
مرجعیت,6456
مرج,4407
مرجوع,128
مرحبا,116
مرحله,92443
مرحمت,546
مرحمتی,22
مرحوم,6837
مرخص,1668
مرخصی,2441
مرخم,36
مرداب,1281
مردابی,639
مردار,216
مردانگی,1060
مردانه,6777
مردد,1142
مردسالاری,237
مرد,73897
مردم,384147
مردم‌پسند,143
مردم‌دار,13
مردم‌سالار,164
مردم‌سالاری,810
مردم‌فریب,20
مردم‌فریبی,76
مردم‌گریز,40
مردمی,28203
مردن,1341
مردنی,15
مردود,3889
مردودی,67
مرده,9178
مرده‌خوار,5
مرده‌ریگ,43
مردی,23826
مرزبان,2660
مرزبندی,987
مرز,50752
مرزدار,53
مرزنشین,148
مرزوبوم,95
مرزی,19962
مرسل,291
مرسوم,12601
مرسی,1094
مرشد,2334
مرصاد,251
مرصع,516
مرض,1300
مرضی,239
مرطوب,8698
مرعوب,227
مرعی,81
مرغابی,858
مرغ,7799
مرغزار,310
مرغوب,1933
مرغوبیت,810
مرفق,3
مرفوع,69
مرفه,1986
مرفین,390
مرق,34
مرقد,3478
مرقع,497
مرقوم,344
مرقومه,38
مرکب,12131
مرکبات,1581
مرکز,200758
مرکزیت,13151
مرکزی,117269
مرکور,68
مرگ‌آفرین,15
مرگ,188766
مرگ‌زا,9
مرمت,11048
مرمر,3529
مرمرین,518
مرموز,3020
مرموق,3
مروا,15
مروارید,3041
مروت,194
مروج,1426
مرور,19920
مره,531
مرهم,177
مرهون,1330
مریخ,6242
مریدانه,4
مرید,1785
مریزاد,5
مری,6246
مریض,1353
مریض‌احوال,5
مریضی,797
مزاج,1250
مزاح,230
مزاحمت,1224
مزاحم,1675
مزار,7894
مزارستان,40
مزارع,8963
مزارعه,27
مزامیر,520
مزاوجت,20
مزایا,1973
مزایده,1969
مزبله,7
مزبور,12173
مزج,65
مزخرف,132
مزدا,2080
مزد,1213
مزدبگیر,24
مزدوج,1107
مزدور,1458
مزرع,39
مزرعه,7308
مزروع,43
مزعفر,12
مزکی,14
مزلف,2
مزمار,14
مزمزه,46
مزمن,7528
مزورانه,50
مزور,16
مزه‌دار,74
مزه,2588
مزیت,9599
مزید,891
مزین,3134
مژدگانی,100
مژده,765
مژگان,383
مژه,170
مسئله‌ساز,87
مسئول,44101
مسئولیت‌پذیر,49
مسئولیت,36816
مسا,142
مسابقات,139592
مسابقه,63390
مساجد,8235
مساحت,141339
مساح,21
مسارعت,3
مساعدت,1595
مساعد,3418
مساعده,27
مساعی,939
مسافات,25
مسافت,8170
مسافرت,6497
مسافرخانه,425
مسافر,10510
مساقات,33
مساکن,287
مساکین,78
مسالک,239
مسالمت,1652
مسالمت‌آمیز,3187
مسالمت‌جویی,43
مسامح,16
مسامحه,390
مساوات,1384
مساوی,14156
مسبب,2811
مسبوق,301
مست,2313
مستانه,107
مستاجر,120
مستاصل,135
مستبد,1004
مستبدانه,389
مستبصر,12
مستتر,279
مستثنا,477
مستجاب,139
مستجیر,18
مستحب,572
مستحسن,76
مستحضر,68
مستحفظ,35
مستحق,1301
مستحکم,6615
مستحیل,184
مستخدم,360
مستخدمه,47
مستخرج,174
مستخلص,26
مستدام,64
مستدعی,28
مستدل,575
مستدیر,52
مستراح,82
مسترد,514
مستشار,1083
مستشرق,225
مستضعف,328
مستطاب,240
مستطیع,2
مستظهر,19
مستعار,7572
مستعجل,43
مستعد,5250
مستعصم,181
مستعفی,536
مستعمره,29155
مستعمل,323
مستغرب,26
مستغرق,169
مستغلات,980
مستغل,2
مستغنی,85
مستفاد,344
مستفید,147
مستفیض,135
مستقبل,41
مستقر,38570
مستقل,74746
مستقلاً,1485
مستقیماً,20353
مستقیم,71593
مستکبر,6
مستلزم,6658
مستمر,6391
مستمری‌بگیر,4
مستمری,1315
مستمسک,43
مستمع,60
مستمندانه,22
مستمند,130
مستنبط,71
مستند,22257
مستندسازی,1763
مستنطق,12
مستنکر,3
مستوجب,692
مستودع,42
مستور,407
مستوره,217
مستوری,13
مستوفا,4
مستوفی,3397
مستولی,468
مستوی,145
مستهجن,459
مستهلک,387
مستی,1709
مسجد,59516
مسجدی,3635
مسجع,227
مسجل,530
مسحور,395
مسخ,394
مسخر,678
مسخرگی,169
مسخره‌آمیز,67
مسخره,2174
مسخره‌بازی,23
مسدس,250
مسدود,11283
مسرت,227
مسرت‌بخش,25
مسرف,7
مسرور,278
مسروقه,181
مسری,670
مس,10786
مسطح,6030
مسطور,172
مسعود,12116
مسقطی,55
مسقف,854
مسکر,56
مسکن,16604
مسکنت,18
مسکوت,802
مسکوک,532
مسکون,702
مسکونی,163284
مسکه,34
مسکین,200
مسگر,95
مسگری,118
مسلح,25883
مسلخ,49
مسلسل,3493
مسلط,10853
مسلک,1410
مسلماً,2598
مسلمان,38205
مسلمانی,1941
مسلم,8590
مسلول,35
مسمار,3
مسما,92
مسمن,1
مسموع,97
مسموم,4843
مسمی,409
مسن,4766
مسند,3057
مسندالیه,23
مسندنشین,6
مسنن,8
مسواک,593
مسوده,27
مسهل,80
مسی,6265
مسیحادم,2
مسیحی,30177
مسیحیت,15396
مسیر,90278
مسیل,532
مشئوم,4
مشابه,64492
مشابهت,1234
مشاجرات,329
مشاجره,1192
مشارالیه,72
مشارق,14
مشارکت,37042
مشار,93
مشاطه,10
مشاعر,54
مشاعره,283
مشاع,232
مشاغل,9581
مشاق,13
مشاکل,4
مشام,346
مشاور,21453
مشاوره,8350
مشاهد,294
مشاهده,76031
مشاهیر,4541
مشایخ,3609
مشایعت,436
مشبع,6
مشبک,2084
مشبه,254
مشبهه,54
مشتاق,3430
مشتاقانه,1191
مشتاقی,182
مشتبه,66
مشت,3053
مشتری,14432
مشت‌زن,98
مشتعل,693
مشتق,12603
مشتمل,10367
مشتن,4
مشت‌ومال,4
مشتهر,9
مشتی,701
مشجر,364
مشحون,321
مشخص,129655
مشخصات,14635
مشخصه,6829
مشدد,55
مشدی,359
مشرب,665
مشربه,20
مشرف,5859
مشرق,9443
مشرقی,448
مشرک,380
مشروب,2110
مشروب‌خوار,2
مشروب‌خور,1
مشروب‌فروشی,73
مشروط,5740
مشروطه‌خواه,1306
مشروطه,19196
مشروع,4692
مشعر,74
مشعشع,113
مشعل‌دار,45
مشعل,3900
مشعوف,90
مشغله,507
مشغول,97225
مشغولیت,251
مشفقانه,69
مشفق,156
مشقات,141
مشقت,551
مشقت‌بار,31
مشق,1551
مشکات,247
مشک,1012
مشکل,57869
مشکل‌ساز,730
مشکل‌گشا,62
مشکوک,10285
مشکی,4489
مشکین,803
مشمئز,21
مشمئزکننده,52
مشمع,32
مشمول,5265
مشنگ,157
مشوب,13
مشورت,8340
مشوش,304
مشوق,1423
مشهد,28754
مشهود,6640
مشهور,86461
مشیت,357
مشی,4933
مشیر,707
مشیمه,79
مصاحبت,580
مصاحب,440
مصاحبه,22565
مصادره,7187
مصادف,9147
مصادیق,2448
مصارف,6375
مصاف,5941
مصافات,3
مصافحه,23
مصالح,15022
مصالحه,5421
مصالحه‌نامه,9
مصاهرت,13
مصباح,3021
مصب,1374
مصحح,798
مصحف,968
مصداق,3936
مصدر,1912
مصدع,30
مصدوم,2867
مصراع,1950
مصرانه,346
مصر,49762
مصرح,114
مصرع,862
مصرف,83588
مصرف‌زدگی,12
مصرف‌زده,2
مصروع,38
مصروف,868
مصطبه,70
مصطفی,11127
مصطلح,989
مصفا,210
مصلح,540
مصلحانه,14
مصلحت‌آمیز,110
مصلحت‌اندیش,19
مصلحت‌اندیشی,65
مصلحت‌جویی,4
مصلحت,4522
مصلوب,1023
مصلی,1193
مصمت,11
مص,2
مصمم,4556
مصنف,381
مصنوع,630
مصنوعی,20260
مصوب,8435
مصوت,1070
مصور,3105
مصوری,223
مصون,3048
مصون‌سازی,34
مصونیت,2663
مصیب,253
مصیبت,1206
مصیبت‌بار,178
مصیبت‌زده,10
مصیر,12
مضاربه,59
مضارع,833
مضار,175
مضاعف,2474
مضاف,1007
مضایق,30
مضایقه,95
مضبوط,147
مضحک,858
مضحکه,140
مضراب,299
مضرات,525
مضرت,29
مضر,5228
مضرس,111
مضروب,1047
مضطرب,658
مضطربانه,24
مضطر,51
مضل,6
مضمحل,1093
مضمر,14
مضمضه,6
مضموم,26
مضمون‌پردازی,20
مضمون,10075
مضیف,37
مضیق,72
مضیقه,650
مطابق,35575
مطابقت,8610
مطابقه,77
مطاع,91
مطاف,105
مطالب,22346
مطالبه,2081
مطالعات,49407
مطالعه,63718
مطاوی,21
مطایبات,5
مطایبه‌آمیز,20
مطایبه,106
مطبخ,304
مطبعه,285
مطب,778
مطبوخ,10
مطبوعات,14095
مطبوعاتی,6237
مطبوع,2777
مطران,107
مطر,72
مطرب,158
مطربه,4
مطربی,140
مطرح,93562
مطرد,6
مطرز,58
مطرود,662
مطعم,82
مطلا,57
مطلب,14637
مطلع,11326
مطلق,18833
مطلقاً,1564
مطلق‌العنان,21
مطلقه,2190
مطلوب,14850
مطمئن,8975
مطمح,70
مطمع,15
مطول,170
مطهرات,14
مطهر,1437
مطیع,4307
مظالم,201
مظان,338
مظاهر,2883
مظروف,19
مظفرانه,16
مظفر,3176
مظلم,33
مظلمه,17
مظلومانه,300
مظلوم,728
مظلومیت,294
مظنون,3635
مظنه,14
مظهر,4584
معابد,5430
معابر,2553
معاد,1081
معادشناسی,60
معادل,37757
معادله,13353
معادن,10756
معاذ,222
معاذیر,17
معارج,16
معارض,310
معارضه,164
معارف,9359
معارف‌پرور,12
معارفه,371
معاریف,293
معاش,3658
معاشر,119
معاشرت,2133
معاشقه,350
معاصر,36735
معاصی,87
معاضد,68
معاضدت,117
معاف,3878
معافی,71
معافیت,2791
مع‌الاسف,16
معالج,992
معالجه,3266
معالم,603
مع‌الوصف,131
معاملات,6497
معامله,12140
معامله‌گر,93
معامله‌گری,40
معاندت,61
معاند,383
معانقه,13
معانی,19222
معاودت,49
معاوضه,1136
معاون,39015
معاونت,16310
معاهده,9556
معایب,3423
معاینه,3439
معاییر,20
مع,214
معبد,20963
معبر,1178
معبود,324
معتاد,1798
معتبر,24024
معتدل,8168
معترض,8976
معترف,516
معتقدات,888
معتقد,73230
معتکف,118
معتل,55
معتمد,2531
معتنابه,6
معجر,36
معجزآسا,4
معجز,139
معجزه,2678
معجم,481
معجون,473
معد,584
معدلت,22
معدل,1341
معدن‌شناس,19
معدن‌شناسی,27
معدن,11843
معدود,9044
معدوم,716
معده,5061
معدی,357
مع‌ذالک,9
معذب,88
معذرت,405
معذرت‌خواهی,104
معذور,155
معذوریت,39
معراج,1432
معرب,1594
معرض,30207
معرفت,6332
معرف,3454
معرفی,137038
معرق,1335
معرکه,755
معرکه‌گیر,15
معروض,122
معروف,140025
معروفه,26
معروفیت,1345
معز,105
معزز,246
معزم,2
معزول,1024
معسر,1
معشر,16
معشوق,2516
معشوقه,1691
معصومانه,83
معصوم,3661
معصومه,3129
معصومیت,267
معصیت,335
معضل,2162
معطر,2218
معطل,616
معطلی,278
معطوف,6953
معطی,25
معظم,1612
معفو,17
معقد,83
معقولات,197
معقولانه,154
معقول,3569
معکوس,10959
معلق,4564
معلم,15339
معلمی,2255
معلول,2985
معلوم,19636
معلومات,1691
معلوم‌الحال,19
معما,1263
معمار,10868
معمایی,782
معمر,1975
معمم,452
معمور,254
معمولا,5462
معمول,44695
معمولی,28618
معنادار,1385
معنا,18469
معنبر,4
معنویات,179
معنوی,18736
معنی,107591
معوج,155
معوق,276
معوقه,319
معول,10
مع‌هذا,403
معیار,13144
معیت,442
معیر,58
معیشت,1820
معین,18230
معیوب,1790
مغاره,105
مغازله,50
مغازه,3739
مغازه‌دار,128
مغازی,111
مغاک,258
مغالطه‌آمیز,55
مغالطه,741
مغایرت,2239
مغایر,3833
مغبون,67
مغتنم,307
مغذی,3409
مغرب,7009
مغرب‌زمین,184
مغرضانه,540
مغرض,53
مغرورانه,101
مغرور,1072
مغز,33400
مغ,1354
مغشوش,479
مغضوب,614
مغفرت,203
مغفور,69
مغلطه,143
مغلق,40
مغلوب,10320
مغلوط,50
مغلول,3
مغموم,70
مغناطیس,1816
مغنی,260
مغنیه,261
مغیث,61
مغیلان,8
مف,2
مفاتیح,528
مفاخرت,23
مفاخر,1299
مفاد,5908
مفارقت,94
مفاسد,744
مفاصل,3243
مفاهیم,21671
مفتاح,226
مفتح,544
مفتخر,2159
مفت,95
مفترض,31
مفتری,22
مفتش,260
مفتضحانه,115
مفتضح,157
مفتقر,11
مفتوح,449
مفتول,533
مفتون,294
مفتی,1053
مفخر,19
مفخم,428
مفر,16
مفرح,388
مفرد,2604
مفرش,77
مفرط,1385
مفرغ,1721
مفرق,24
مفروز,5
مفروش,415
مفروض,1320
مفروق,13
مفسد,351
مفسده,118
مفسده‌جو,18
مفسر,7708
مفصلاً,311
مفصل,11538
مفعول,1489
مفقودالاثر,233
مفقود,2954
مفلح,162
مفلس,93
مفلسی,2
مفلوج,28
مفلوک,62
مفوض,37
مفهوم,59921
مفید,25041
مقابر,1239
مقابل,127470
مقابله‌به‌مثل,48
مقابله,35763
مقاتل,300
مقاتله,26
مقادیر,27190
مقاربت,1658
مقاربتی,645
مقارنت,109
مقارن,4987
مقاصد,6010
مقاطع,8372
مقاطعه,167
مقاطعه‌کار,23
مقالات,19938
مقال,164
مقاله,49382
مقامات,54908
مقام,95282
مقامه,29
مقاوله,132
مقاوله‌نامه,3
مقاوم,10239
مقاومت,62549
مقایسه,57100
مقبره,14678
مقبل,49
مقبول,1497
مقبولیت,2001
مقتبس,155
مقتدا,70
مقتدر,3287
مقترن,62
مقتصد,27
مقتضیات,1003
مقتضی,935
مقتل,472
مقتول,2328
مقدار,92900
مقداری,16775
مقدر,1049
مقدس,33721
مقدمات,8015
مقدماتی,17823
مقدم,9298
مقدمه,10397
مقدمه‌چینی,53
مقدور,1615
مقراض,14
مقرب,616
مقر,14931
مقررات,14706
مقرر,10066
مقرری,1206
مقرنس,2901
مقروض,284
مقرون‌به‌صرفه,211
مقرون,3425
مقره,173
مقری,238
مقسط,12
مقسوم,590
مقسوم‌علیه,116
مقصد,16785
مقصر,4920
مقصود,6392
مقصور,154
مقصوره,354
مقطع,24893
مقطوع,273
مقعد,2806
مقعر,915
مقفا,9
مقلد,491
مقلوب,114
مقنع,683
مقنعه,110
مقنن,15
مقننه,2387
مقنی,46
مقوا,380
مقوایی,512
مقود,2
مقوس,2
مقوله,3229
مقوم,199
مقوی,464
مقهور,386
مقیاس,41020
مقید,1573
مقیم,11613
مکابره,20
مکاتبات,3318
مکاتب,4959
مکاتبه,1908
مکاتیب,57
مکارانه,26
مکار,243
مکارم,1638
مکاره,45
مکاری,33
مکاسب,662
مکاشفات,228
مکاشفه,707
مکافات,213
مکالمات,1975
مکالمه,3448
مکانت,31
مکان,82274
مکان‌نما,54
مکانیزه,1748
مکانیسم,5418
مکانیک,9700
مکانیکی,16604
مکاوحت,3
مکاید,9
مکتب,28303
مکتبی,2127
مکتسب,15
مکتشف,177
مکتوب,7628
مکتوم,688
مکث,571
مکدر,78
مک,20870
مکرآمیز,1
مکر,364
مکرم,328
مکرمت,5
مکروه,223
مکسر,219
مکشوف,404
مکفی,218
مکلف,2247
مکمل,11372
مکمن,442
مکنت,218
مکنونات,56
مکنون,49
مکیدن,602
مکیف,3
مکینه,30
مگر,14098
مگس‌پرانی,2
مگس,1074
ملائکه,507
ملا,8927
ملاحت,89
ملاح,119
ملاحده,154
ملاحظه,6287
ملاحظه‌کار,22
ملاحظه‌کاری,30
ملاذ,7
ملازمت,406
ملازم,1475
ملاست,3
ملاط,738
ملاطفت‌آمیز,8
ملاطفت,222
ملاعنه,24
ملافه,73
ملاقات,31633
ملاقاتی,1711
ملاقه,83
ملاک,2660
ملال,298
ملال‌آور,157
ملال‌انگیز,53
ملالت,158
ملالت‌بار,10
ملامت‌آمیز,36
ملامت,745
ملاهی,23
ملایمت,693
ملایم,4748
ملایی,474
ملاء,748
مل,936
ملبس,573
ملبوس,29
ملت,23153
ملت‌پرستی,10
ملتجی,5
ملت‌خواهی,10
ملتزم,406
ملتفت,117
ملتمس,12
ملتمسانه,133
ملتهب,783
